id_kabkota,kab_kota,id_prov,prov,tahun,total_prod
9503,Yahukimo,95,Papua Pegunungan,2022,0
9504,Tolikara,95,Papua Pegunungan,2022,0
9505,Mamberamo Tengah,95,Papua Pegunungan,2022,0
9506,Yalimo,95,Papua Pegunungan,2022,0
9507,Lanny Jaya,95,Papua Pegunungan,2022,0
9508,Nduga,95,Papua Pegunungan,2022,0
9601,Sorong,96,Papua Barat Daya,2022,0
9604,Sorong Selatan,96,Papua Barat Daya,2022,0
9605,Raja Ampat,96,Papua Barat Daya,2022,0
9609,Tambrauw,96,Papua Barat Daya,2022,0
9610,Maybrat,96,Papua Barat Daya,2022,0
9671,Sorong,96,Papua Barat Daya,2022,0
